frequency = 5
p873, 2019-02-08 23:55
p625, 2019-02-09 23:55
p542, 2019-02-10 23:55
p285, 2019-02-10 23:55
p534, 2019-02-10 23:55
p94, 2019-02-10 23:55
p744, 2019-02-10 23:55
p170, 2019-02-19 23:55
p633, 2019-02-19 23:55
p768, 2019-02-19 23:55
p774, 2019-02-19 23:55
p634, 2019-02-27 23:55
p649, 2019-03-01 23:55
p611, 2019-03-04 23:55
p650, 2019-03-04 23:55
p70, 2019-03-04 23:55
p777, 2019-03-04 23:55
p313, 2019-03-05 23:55
p83, 2019-03-05 23:55
p630, 2019-03-05 23:55
p874, 2019-03-05 23:55
p890, 2019-03-05 23:55
p89, 2019-03-05 23:55
p412, 2019-03-05 23:55
p339, 2019-03-05 23:55
p414, 2019-03-05 23:55
p97, 2019-03-05 23:55
p81, 2019-03-05 23:55
p670, 2019-03-05 23:55
p738, 2019-03-05 23:55
p778, 2019-03-05 23:55
p632, 2019-03-08 23:55
p868, 2019-03-08 23:55
p44, 2019-03-15 23:55
p245, 2019-03-18 23:55
p10, 2019-03-21 23:55
p905, 2019-03-21 23:55
p171, 2019-03-23 23:55
p744, 2019-03-23 23:55
p776, 2019-03-23 23:55
p303, 2019-05-18 23:55
p48, 2019-05-18 23:55
p742, 2019-05-18 23:55
p876, 2019-05-18 23:55
p651, 2019-05-29 23:55
p673, 2019-08-07 23:55
p770, 2019-08-07 23:55
p32, 2019-08-07 23:55
p232, 2019-08-07 23:55
p431, 2019-08-07 23:55
p609, 2019-08-07 23:55
p611, 2019-08-07 23:55
p672, 2019-08-07 23:55
p692, 2019-08-07 23:55
p725, 2019-08-07 23:55
p800, 2019-08-07 23:55
p826, 2019-08-07 23:55
p864, 2019-08-07 23:55
p874, 2019-08-07 23:55
p875, 2019-08-07 23:55
# linkID, startTime, endTime, leakDiameter (m), leakType, peakTime
p828, 2019-01-05 23:55
p827, 2019-01-06 23:55
p257, 2019-01-07 23:55
p465, 2019-01-07 23:55
p82, 2019-01-07 23:55
p570, 2019-01-09 23:55
p35, 2019-01-09 23:55
p442, 2019-01-09 23:55
p82, 2019-01-09 23:55
p566, 2019-01-09 23:55
p78, 2019-01-09 23:55
p813, 2019-01-09 23:55
p258, 2019-01-10 23:55
p361, 2019-01-10 23:55
p493, 2019-01-10 23:55
p597, 2019-01-11 23:55
p691, 2019-01-11 23:55
p765, 2019-01-11 23:55
p84, 2019-01-14 23:55
p820, 2019-01-14 23:55
p6, 2019-01-15 23:55
p698, 2019-01-15 23:55
p866, 2019-01-15 23:55
p382, 2019-01-16 23:55
p502, 2019-01-16 23:55
p561, 2019-01-23 23:55
p162, 2019-01-23 23:55
p740, 2019-01-23 23:55
p879, 2019-01-23 23:55
p708, 2019-01-23 23:55
p222, 2019-01-23 23:55
p366, 2019-01-23 23:55
p41, 2019-01-23 23:55
p96, 2019-01-23 23:55
p654, 2019-01-23 23:55
p675, 2019-01-23 23:55
p901, 2019-01-23 23:55
p589, 2019-01-25 23:55
p655, 2019-01-27 23:55
p182, 2019-01-31 23:55
p99, 2019-01-31 23:55
p112, 2019-01-31 23:55
p145, 2019-01-31 23:55
p146, 2019-01-31 23:55
p750, 2019-01-31 23:55
p890, 2019-01-31 23:55
p19, 2019-01-31 23:55
p565, 2019-01-31 23:55
p8, 2019-01-31 23:55
p329, 2019-01-31 23:55
p4, 2019-01-31 23:55
p398, 2019-01-31 23:55
p894, 2019-01-31 23:55
p598, 2019-01-31 23:55
p94, 2019-01-31 23:55
p699, 2019-01-31 23:55
p78, 2019-01-31 23:55
p86, 2019-02-01 23:55
p83, 2019-02-01 23:55
p887, 2019-02-01 23:55
p290, 2019-02-01 23:55
p315, 2019-02-01 23:55
p384, 2019-02-01 23:55
p398, 2019-02-01 23:55
p416, 2019-02-01 23:55
p746, 2019-02-01 23:55
p775, 2019-02-01 23:55
p528, 2019-02-02 23:55
p23, 2019-02-02 23:55
p249, 2019-02-02 23:55
p294, 2019-02-02 23:55
p298, 2019-02-02 23:55
p905, 2019-02-02 23:55
p613, 2019-02-02 23:55
p293, 2019-02-03 23:55
p750, 2019-02-03 23:55
p370, 2019-02-03 23:55
p219, 2019-02-08 23:55
p743, 2019-02-08 23:55
p868, 2019-02-08 23:55
p873, 2019-02-08 23:55
p625, 2019-02-09 23:55
p542, 2019-02-10 23:55
p285, 2019-02-10 23:55
p534, 2019-02-10 23:55
p94, 2019-02-10 23:55
p744, 2019-02-10 23:55
p170, 2019-02-19 23:55
p633, 2019-02-19 23:55
p768, 2019-02-19 23:55
p774, 2019-02-19 23:55
p634, 2019-02-27 23:55
p649, 2019-03-01 23:55
p611, 2019-03-04 23:55
p650, 2019-03-04 23:55
p70, 2019-03-04 23:55
p777, 2019-03-04 23:55
p313, 2019-03-05 23:55
p83, 2019-03-05 23:55
p630, 2019-03-05 23:55
p874, 2019-03-05 23:55
p890, 2019-03-05 23:55
p89, 2019-03-05 23:55
p412, 2019-03-05 23:55
p339, 2019-03-05 23:55
p414, 2019-03-05 23:55
p470, 2019-03-05 23:55
p81, 2019-03-05 23:55
p670, 2019-03-05 23:55
p738, 2019-03-05 23:55
p778, 2019-03-05 23:55
p632, 2019-03-08 23:55
p868, 2019-03-08 23:55
p44, 2019-03-15 23:55
p245, 2019-03-18 23:55
p10, 2019-03-21 23:55
p905, 2019-03-21 23:55
p171, 2019-03-23 23:55
p744, 2019-03-23 23:55
p776, 2019-03-23 23:55
p303, 2019-05-18 23:55
p48, 2019-05-18 23:55
p742, 2019-05-18 23:55
p876, 2019-05-18 23:55
p651, 2019-05-29 23:55
p673, 2019-08-07 23:55
p770, 2019-08-07 23:55
p32, 2019-08-07 23:55
p232, 2019-08-07 23:55
p431, 2019-08-07 23:55
p609, 2019-08-07 23:55
p611, 2019-08-07 23:55
p672, 2019-08-07 23:55
p692, 2019-08-07 23:55
p725, 2019-08-07 23:55
p800, 2019-08-07 23:55
p826, 2019-08-07 23:55
p864, 2019-08-07 23:55
p874, 2019-08-07 23:55
p875, 2019-08-07 23:55
